experiment,A.1 Expected Annual Damage,A.1 Dike Investment Costs,A.1_Expected Number of Deaths,A.2 Expected Annual Damage,A.2 Dike Investment Costs,A.2_Expected Number of Deaths,A.3 Expected Annual Damage,A.3 Dike Investment Costs,A.3_Expected Number of Deaths,A.4 Expected Annual Damage,A.4 Dike Investment Costs,A.4_Expected Number of Deaths,A.5 Expected Annual Damage,A.5 Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
83,2537972543.8904123,0,1.9779886774452393,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
84,353057492.2554364,0,0.2315388827552761,1103674586.7607534,0,0.8820067213648655,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
85,3062379538.85396,0,1.9829237755981304,26440255.26102822,0,0.025016928870703566,1567513827.9928532,0,2.59905319576524,0.0,0,0.0,0.0,0,0.0,0.0,0.0
86,3674635794.526021,0,1.9454854260792926,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
87,0.0,0,0.0,230137699.792321,0,0.2532136685033516,225043550.1594101,0,0.4762289016516734,0.0,0,0.0,0.0,0,0.0,0.0,0.0
88,0.0,0,0.0,77851995.24763209,0,0.065071275573737,0.0,0,0.0,11006308.031612588,0,0.004827409257187797,0.0,0,0.0,0.0,0.0
89,3698708141.4963264,0,1.9615563535234708,0.0,0,0.0,0.0,0,0.0,1451234.1683459883,0,0.0005082358758612372,0.0,0,0.0,0.0,0.0
90,0.0,0,0.0,170379774.38864398,0,0.15956430245793723,23972197.658124708,0,0.0428625929158371,62811554.15999402,0,0.028850211869143126,879998204.2736073,0,0.7707905963350921,0.0,0.0
91,454948699.8386965,0,0.3499943170400419,559726859.6279488,0,0.5438002289267843,0.0,0,0.0,584850.892064724,0,0.00029622400107152003,0.0,0,0.0,0.0,0.0
92,40070111.449976504,0,0.03427437773371698,142994075.78081536,0,0.15696100929641038,0.0,0,0.0,129626431.93447572,0,0.06294234343994078,16914001.664870307,0,0.017555032685300676,0.0,0.0
93,3019190208.2083044,0,1.9477993873660648,0.0,0,0.0,0.0,0,0.0,34995371.695932835,0,0.009841746637389997,0.0,0,0.0,0.0,0.0
94,0.0,0,0.0,121389562.79502209,0,0.1542542730680772,0.0,0,0.0,2414356.8466928173,0,0.0016711551273016565,52470905.04232593,0,0.06532835738855854,0.0,0.0
95,749654043.9998829,0,0.5709516009155473,0.0,0,0.0,712516200.6934434,0,1.3673873180299267,0.0,0,0.0,492041171.2749537,0,0.46231386784991646,0.0,0.0
96,2839758955.769428,0,1.9728385278651022,0.0,0,0.0,473148517.8745216,0,0.8325171817385928,0.0,0,0.0,0.0,0,0.0,0.0,0.0
97,2919527375.589471,0,1.7243395397706502,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
98,1744865874.5296977,0,1.2326336636032686,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
99,2786394190.1290317,0,1.9262313176053882,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
100,2982505110.2070427,0,1.9681727575032313,22509871.27822152,0,0.019929019322301886,286215342.55683666,0,0.47677163609005246,0.0,0,0.0,0.0,0,0.0,0.0,0.0
101,2522357912.2531967,0,1.962697024792362,61229022.56758965,0,0.06309877326350702,1691509479.896278,0,3.239488317777846,0.0,0,0.0,0.0,0,0.0,0.0,0.0
102,2380254203.055362,0,1.9685816728420344,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
103,2693413620.6295767,0,1.974701643135992,20415853.83351308,0,0.02012554972644002,79608832.34622717,0,0.1518155454174518,0.0,0,0.0,0.0,0,0.0,0.0,0.0
104,0.0,0,0.0,14550976.52916813,0,0.013593523327201986,105980183.74329461,0,0.18189317863284532,1957569.0704493467,0,0.0010168136513953692,1280364357.0746038,0,1.0360472064413828,0.0,0.0
105,0.0,0,0.0,31939560.233211543,0,0.03486354860272529,770210583.8918142,0,1.5059983338211964,0.0,0,0.0,0.0,0,0.0,0.0,0.0
106,1795101700.2419033,0,1.1985992086979453,0.0,0,0.0,1487414261.7367773,0,2.4740077232660274,0.0,0,0.0,0.0,0,0.0,0.0,0.0
107,221825056.81853527,0,0.15732342933482402,12688285.99303194,0,0.01213655243596333,556297823.6258798,0,0.9836878571366254,0.0,0,0.0,0.0,0,0.0,0.0,0.0
108,10517378.084509239,0,0.008536766037442151,151863419.326229,0,0.15685494586723192,0.0,0,0.0,84232234.27890871,0,0.04202522913342925,0.0,0,0.0,0.0,0.0
109,123737675.13247347,0,0.0854982282479958,70484931.15942147,0,0.06442899207940395,1916365295.2928996,0,3.134585938136237,133860521.66730206,0,0.04643601090105726,0.0,0,0.0,0.0,0.0
110,2649462650.2217712,0,1.9435860848916784,316251670.20349586,0,0.28908220608418284,0.0,0,0.0,957319.2292259103,0,0.00028458507599404825,0.0,0,0.0,0.0,0.0
111,1323469938.6035664,0,0.8376201541375282,0.0,0,0.0,2242147379.1774726,0,3.493710717303337,0.0,0,0.0,213707749.62218386,0,0.1737780407711866,0.0,0.0
112,3104245789.4617124,0,1.9750204353047687,270622365.9918273,0,0.229976733381562,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
113,2722317240.4137716,0,1.9541953788626434,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
114,316457464.1516305,0,0.2342069660977126,267487911.45073718,0,0.2561969054015347,1207277936.6971338,0,2.179720544022275,0.0,0,0.0,0.0,0,0.0,0.0,0.0
115,46681750.476596914,0,0.03296539755519319,26590102.365361974,0,0.025293316818125987,0.0,0,0.0,0.0,0,0.0,1207248721.581178,0,0.9985698353543357,0.0,0.0
116,2377200078.0283813,0,1.8988561530774786,10750313.870107839,0,0.012475727582609637,15882583.906236462,0,0.03500703300682774,79122972.72020255,0,0.04119931140388279,266704173.09718138,0,0.27402180340185595,0.0,0.0
117,150482549.81238794,0,0.11623035595016076,152630401.287072,0,0.15311641473297433,769484502.2149742,0,1.451460242523357,129578765.01042461,0,0.05306042526602534,0.0,0,0.0,0.0,0.0
118,81157050.59366512,0,0.06489307546348888,75689564.02796766,0,0.07952137271171239,293849867.76652807,0,0.5803402661051555,2959076.2748513618,0,0.0016416852507088885,0.0,0,0.0,0.0,0.0
119,420856006.95076376,0,0.3427732888241993,138596460.84354165,0,0.14936713342571048,1785243384.671936,0,3.5231043388449876,0.0,0,0.0,0.0,0,0.0,0.0,0.0
120,49433610.36277938,0,0.035256822671409525,288374413.9326925,0,0.25891682321239456,0.0,0,0.0,171459967.24072844,0,0.06768897992774367,0.0,0,0.0,0.0,0.0
121,0.0,0,0.0,91240080.12775221,0,0.09100288257533626,2030110069.212031,0,3.600767997952768,0.0,0,0.0,0.0,0,0.0,0.0,0.0
122,2817728657.225519,0,1.9535943997486473,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
123,17035097.373331014,0,0.016047689630669888,20635566.296290588,0,0.026232530825476663,434005720.8318068,0,0.9906643585092804,0.0,0,0.0,0.0,0,0.0,0.0,0.0
124,570299165.9686658,0,0.34565243650217525,186588115.10253188,0,0.1491926913326312,3488145.2612553327,0,0.005504062850593364,0.0,0,0.0,0.0,0,0.0,0.0,0.0
125,0.0,0,0.0,31484297.734192755,0,0.033655194730635725,69488991.85829672,0,0.1402816026474667,123881590.99292848,0,0.058304488641747844,0.0,0,0.0,0.0,0.0
126,133967547.44695562,0,0.11959373913759472,818897405.7373059,0,0.876974435579482,50590059.33866456,0,0.1068777597837964,0.0,0,0.0,0.0,0,0.0,0.0,0.0
127,2817272657.064999,0,1.953196085982634,56559157.7210969,0,0.05057722626732884,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
128,2314595135.6878695,0,1.964401799858384,34670701.49967538,0,0.03953737236338062,140823769.44643235,0,0.30649997279586344,0.0,0,0.0,104258976.22157511,0,0.11100071612712012,0.0,0.0
129,2520126346.851162,0,1.960510906352762,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
130,706073748.2983794,0,0.5715623936154673,5548134.996983815,0,0.006049570123341644,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
131,3071204991.8588085,0,1.9485951599584554,0.0,0,0.0,5157755.905234748,0,0.008247237951922629,0.0,0,0.0,0.0,0,0.0,0.0,0.0
132,86032764.15049958,0,0.0846736200493225,747011970.8745875,0,0.8775486566525426,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
133,106523832.30387387,0,0.06548806153967916,500976076.12831104,0,0.38407770947055525,0.0,0,0.0,184257888.86070448,0,0.06170286072176299,0.0,0,0.0,0.0,0.0
134,3192855294.947136,0,1.9685816728420344,51041176.46000252,0,0.04350190698106774,0.0,0,0.0,14856981.178089214,0,0.006317839638371455,119493393.64992751,0,0.09877416779044905,0.0,0.0
135,0.0,0,0.0,31744028.679699656,0,0.03445327426416804,1150647824.08324,0,2.2126453349994994,0.0,0,0.0,0.0,0,0.0,0.0,0.0
136,1486028375.8910763,0,0.997015022515827,5360783.258650193,0,0.00489011780092039,2069677071.8837557,0,3.4292649490596103,0.0,0,0.0,0.0,0,0.0,0.0,0.0
137,97080274.43040915,0,0.06539842908452465,90211155.6619811,0,0.07998686464615072,1370831528.4237869,0,2.2072826635187752,0.0,0,0.0,0.0,0,0.0,0.0,0.0
138,0.0,0,0.0,13835185.551094268,0,0.013518287811152102,335589811.3236218,0,0.5885655462074317,0.0,0,0.0,321480680.43170685,0,0.279520300808607,0.0,0.0
139,0.0,0,0.0,435484058.13813025,0,0.38397734196471334,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
140,31782566.215806935,0,0.018636256211853032,16834867.095081225,0,0.013488419840251606,2651308077.9850264,0,3.5920142397819266,0.0,0,0.0,0.0,0,0.0,0.0,0.0
141,205496157.92166936,0,0.11735862157728569,0.0,0,0.0,1052179114.3875175,0,1.472851679021284,25117358.051871642,0,0.00917435295010002,0.0,0,0.0,0.0,0.0
142,0.0,0,0.0,29996017.673621263,0,0.025754974021646025,16429677.304732483,0,0.026674866597668764,0.0,0,0.0,0.0,0,0.0,0.0,0.0
143,4028324705.4392767,0,1.9763349443311826,84079041.3156747,0,0.056215986195130296,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
144,2618592.094722528,0,0.00179369086023896,73286347.35396254,0,0.0654859655357096,911981347.2906017,0,1.4881403600196894,0.0,0,0.0,0.0,0,0.0,0.0,0.0
145,89038627.83161134,0,0.06398686235328258,279257374.48633415,0,0.25426818627868897,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
146,85181503.28297377,0,0.06449111845376097,24634662.77983237,0,0.02505019171790577,806827543.990068,0,1.4808115070345176,95155025.71395807,0,0.04146325391528341,0.0,0,0.0,0.0,0.0
147,83870949.89245465,0,0.06198198114747858,3035823.602325096,0,0.003087022609809401,93954143.98479109,0,0.17561852590395705,0.0,0,0.0,1115394284.40383,0,0.9689426151898859,0.0,0.0
148,1957648129.2909398,0,1.2267658862878714,0.0,0,0.0,2247736254.1495824,0,3.5073649940025797,0.0,0,0.0,376455279.01478153,0,0.27498041681844737,0.0,0.0
149,798680522.5501091,0,0.5651886413004643,589076502.0130532,0,0.5272651961937698,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
