experiment,A.1 Expected Annual Damage,A.1 Dike Investment Costs,A.1_Expected Number of Deaths,A.2 Expected Annual Damage,A.2 Dike Investment Costs,A.2_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
308,2341147897.0260496,0,1.9388007855744323,0.0,0,0.0,0.0,0.0
309,3073929247.075849,0,1.887260539883438,0.0,0,0.0,0.0,0.0
310,3639657730.54031,0,1.9330365403602556,76929304.57867634,0,0.05768904400072918,0.0,0.0
311,2569566106.32102,0,1.8805807763163092,0.0,0,0.0,0.0,0.0
312,0.0,0,0.0,27316370.961385705,0,0.028274254212888275,0.0,0.0
313,215880920.81890976,0,0.1792803214253005,0.0,0,0.0,0.0,0.0
314,0.0,0,0.0,13017567.628206808,0,0.015465159966447962,0.0,0.0
315,3662543900.0371227,0,1.9483168315857045,0.0,0,0.0,0.0,0.0
316,118062887.57210617,0,0.07915756563361147,248112641.90236917,0,0.2128293753387706,0.0,0.0
317,0.0,0,0.0,35618665.63868066,0,0.03452443142169593,0.0,0.0
318,104160017.08604334,0,0.06062685384734966,290989062.905921,0,0.21603401756547214,0.0,0.0
319,2882967275.345792,0,1.8964530903944896,456194307.0115836,0,0.37315481070847917,0.0,0.0
320,2627345375.3072443,0,1.9247121002519938,0.0,0,0.0,0.0,0.0
321,18563560.873713113,0,0.014143755507393913,15501069.617716555,0,0.015987500018184237,0.0,0.0
322,0.0,0,0.0,33783096.05864725,0,0.03065149144954735,0.0,0.0
323,368037579.0280448,0,0.2516880341271928,80301126.91576265,0,0.07297095689540269,0.0,0.0
324,584685403.6535935,0,0.47483100204062756,0.0,0,0.0,0.0,0.0
325,54489058.34481114,0,0.040887296934466584,23079101.675066687,0,0.023431323171128813,0.0,0.0
326,2292769916.8918977,0,1.888482413212221,0.0,0,0.0,0.0,0.0
327,736800660.4842491,0,0.47361690944202556,4926920.53055666,0,0.004272570062254317,0.0,0.0
328,17533628.868058495,0,0.013518605575111791,15087529.536383282,0,0.01571566662907009,0.0,0.0
329,70661698.98933503,0,0.041323245868162856,19717279.83093084,0,0.01567992956197103,0.0,0.0
330,14845943.178082827,0,0.01365088034205935,12718048.320708035,0,0.015833891566528258,0.0,0.0
331,21380877.0330371,0,0.014012982490835756,501672771.7766154,0,0.401485444462871,0.0,0.0
332,13717369.004407147,0,0.013861533710968401,735055080.2673755,0,0.8662496805370241,0.0,0.0
333,63947981.233211696,0,0.04140320497527551,32086309.10603274,0,0.027929454786976615,0.0,0.0
334,1800218061.2124457,0,1.5441425890776816,0.0,0,0.0,0.0,0.0
335,62351278.35763739,0,0.03948201718640251,1132409987.5597224,0,0.8437714949301098,0.0,0.0
336,3340185547.0817075,0,1.933980695481789,0.0,0,0.0,0.0,0.0
337,0.0,0,0.0,26391823.53084498,0,0.028288318934341066,0.0,0.0
338,3148707452.46297,0,1.9452453020854148,0.0,0,0.0,0.0,0.0
339,143337326.23088038,0,0.10750764492719378,10224024.915550455,0,0.010474442750407553,0.0,0.0
340,2090497173.3940623,0,1.8883360326310494,0.0,0,0.0,0.0,0.0
341,3089102711.1196504,0,1.8990232491241312,20866509.410845198,0,0.01694534773916074,0.0,0.0
342,0.0,0,0.0,329561215.5168226,0,0.32812670873363065,0.0,0.0
343,16386313.676457731,0,0.013300395561575466,130516864.08394341,0,0.13486930932644556,0.0,0.0
344,3205639889.964894,0,1.871896666398618,332941194.9555156,0,0.2395602227932475,0.0,0.0
345,2126067172.7971478,0,1.9289067523122807,2908476.549259713,0,0.0034779883200290757,0.0,0.0
346,0.0,0,0.0,986096495.5650576,0,0.8087879897758168,0.0,0.0
347,2325872101.085644,0,1.9229076384282462,0.0,0,0.0,0.0,0.0
348,1302604171.0978599,0,1.030093116761796,28982020.383199453,0,0.03184331664695067,0.0,0.0
349,48532660.908254564,0,0.041690955733436286,263889930.3086654,0,0.2844711072039829,0.0,0.0
350,3088177416.670727,0,1.8983058776436899,0.0,0,0.0,0.0,0.0
351,799378913.6102526,0,0.7490887695646402,376133083.05687314,0,0.4492700107503514,0.0,0.0
352,2496596999.1222935,0,1.9483702481939598,213163152.93906572,0,0.2073495003010764,0.0,0.0
353,17317089.589446932,0,0.013324949478737049,36902435.762287736,0,0.037453554321658394,0.0,0.0
354,2789179099.122291,0,1.9395603402025086,4439680.5809214525,0,0.00440162573689167,0.0,0.0
355,1687421355.4518442,0,1.546662620217596,0.0,0,0.0,0.0,0.0
356,3293648137.142351,0,1.9369136779356746,0.0,0,0.0,0.0,0.0
357,60356705.085771285,0,0.04095169874293869,248892751.2767884,0,0.21403019807234938,0.0,0.0
358,0.0,0,0.0,22875584.79160936,0,0.02384315154475406,0.0,0.0
359,63616980.13466146,0,0.04042507007766237,0.0,0,0.0,0.0,0.0
360,0.0,0,0.0,4254951.4612948205,0,0.00505754987132974,0.0,0.0
361,89132354.38673398,0,0.060208266139450364,1085726673.648951,0,0.8713528261007055,0.0,0.0
362,18631699.424522348,0,0.013673292461050774,23874400.939521138,0,0.02347349402417022,0.0,0.0
363,0.0,0,0.0,11529861.81230855,0,0.015660822126105353,0.0,0.0
364,3260766057.493017,0,1.9126175182511145,0.0,0,0.0,0.0,0.0
365,21361180.754621223,0,0.013998081819397414,164492357.12388667,0,0.13726785956912455,0.0,0.0
366,188247064.52569422,0,0.1453501073410594,339737323.05859447,0,0.333176223854023,0.0,0.0
367,1900624269.23854,0,1.4828660015054358,0.0,0,0.0,0.0,0.0
368,0.0,0,0.0,17138815.223725572,0,0.01597270381471335,0.0,0.0
369,3075315811.3079853,0,1.8883360326310494,0.0,0,0.0,0.0,0.0
370,17114018.390973255,0,0.01398707527800588,14377892.428360093,0,0.015880023213157506,0.0,0.0
371,445373695.12077177,0,0.31032359869283543,307990587.5585473,0,0.2793852649602455,0.0,0.0
372,15165561.483078875,0,0.013045045074146215,840348059.9896493,0,0.8420639727318175,0.0,0.0
373,44235570.93648488,0,0.04014220779567458,70799918.64556897,0,0.0839614206679201,0.0,0.0
374,0.0,0,0.0,17112205.61663273,0,0.015925900071404212,0.0,0.0
375,50591828.98220077,0,0.04076480875275415,131115442.16624896,0,0.13588718199053962,0.0,0.0
376,212786987.6401396,0,0.14823737245929,63373540.47552136,0,0.058071267369035035,0.0,0.0
377,0.0,0,0.0,100804335.93638131,0,0.07704634395592784,0.0,0.0
378,20432506.2861477,0,0.014062414144840496,190549770.0015602,0,0.16585998668531834,0.0,0.0
379,2925373167.3056984,0,1.9316477723969152,15570013.313311186,0,0.015139982289847236,0.0,0.0
380,0.0,0,0.0,137817088.95950863,0,0.135062346937846,0.0,0.0
381,986135984.5917499,0,0.7494258461950806,0.0,0,0.0,0.0,0.0
382,1155658469.0239158,0,1.0729859780277526,0.0,0,0.0,0.0,0.0
383,19712413.153070964,0,0.01349062039724911,104926179.26906052,0,0.09262025946922417,0.0,0.0
384,2802469560.1172495,0,1.8053752444451932,883654667.8271017,0,0.7117444808507012,0.0,0.0
385,195311542.17014414,0,0.14572504629062874,0.0,0,0.0,0.0,0.0
386,16365897.298904207,0,0.01328113017539706,57028018.86182872,0,0.06038157552775141,0.0,0.0
387,18649444.85405972,0,0.013688374621900317,145653609.9398711,0,0.13603530496595156,0.0,0.0
388,0.0,0,0.0,225445537.7517292,0,0.21475190904435176,0.0,0.0
389,2758333779.1483088,0,1.9126175182511145,0.0,0,0.0,0.0,0.0
390,2779170005.976569,0,1.887554195566913,0.0,0,0.0,0.0,0.0
391,3919629787.5200167,0,1.920211661347642,0.0,0,0.0,0.0,0.0
392,2729628849.302197,0,1.887554195566913,0.0,0,0.0,0.0,0.0
393,0.0,0,0.0,34267674.11386848,0,0.03535160919372124,0.0,0.0
394,109511538.79928112,0,0.08772478674844954,56682028.480080105,0,0.060114042599892885,0.0,0.0
395,479875538.66810334,0,0.36911050524496336,100878558.71822377,0,0.10248516812513475,0.0,0.0
396,0.0,0,0.0,1072975948.0516639,0,0.8562427614840342,0.0,0.0
397,0.0,0,0.0,17030884.844115958,0,0.01578286464253461,0.0,0.0
398,178868287.16020662,0,0.10890819409599203,94491303.28928445,0,0.07606769108261101,0.0,0.0
399,100423517.6975865,0,0.0846886675942913,13295481.560282916,0,0.015358665200818591,0.0,0.0
400,661962973.9286486,0,0.4804841754446401,508009887.7318543,0,0.4713082819351547,0.0,0.0
401,162548073.3555328,0,0.1083899057946657,0.0,0,0.0,0.0,0.0
402,2729292690.6032515,0,1.887260539883438,13090073.809969174,0,0.012320315888934083,0.0,0.0
403,2941197406.5182505,0,1.9447852372024699,0.0,0,0.0,0.0,0.0
404,55697792.48729334,0,0.03940370687256218,28888696.657924764,0,0.027444578117506387,0.0,0.0
405,2681041121.04529,0,1.927770840308181,0.0,0,0.0,0.0,0.0
406,16105014.172428478,0,0.01398707527800588,54179336.55638109,0,0.06152228283924185,0.0,0.0
407,0.0,0,0.0,14512592.69235932,0,0.01559158904879927,0.0,0.0
408,0.0,0,0.0,978971452.3931227,0,0.868166865233975,0.0,0.0
409,0.0,0,0.0,663429643.7327564,0,0.6763388019295621,0.0,0.0
410,2913981998.528759,0,1.922191527143134,28619593.266133986,0,0.02584874311119184,0.0,0.0
411,237642109.7011838,0,0.182838345644388,593154878.4914408,0,0.5677914542949399,0.0,0.0
412,2297102633.9370055,0,1.8929873903823853,66897187.31728402,0,0.07301570818332463,0.0,0.0
413,141194262.18254364,0,0.1100485764344023,284626707.703927,0,0.2823117836939635,0.0,0.0
414,0.0,0,0.0,92786451.8553275,0,0.09189698515241428,0.0,0.0
415,0.0,0,0.0,856275749.6739705,0,0.866228237025715,0.0,0.0
416,0.0,0,0.0,31695594.034582548,0,0.03090182312417082,0.0,0.0
417,3253712050.080453,0,1.9074073111277003,16027828.936032973,0,0.012937340052210759,0.0,0.0
418,0.0,0,0.0,12580551.355348846,0,0.015509483880350713,0.0,0.0
419,2467067544.755018,0,1.9194472392488238,3233853.954276231,0,0.0032499123156329926,0.0,0.0
420,0.0,0,0.0,583442998.6457853,0,0.5552753737566947,0.0,0.0
421,70023022.76597235,0,0.05964739068869751,19999020.265015114,0,0.02294764491645171,0.0,0.0
422,2741653342.777811,0,1.8980525918466427,0.0,0,0.0,0.0,0.0
423,2122284249.2944221,0,1.9245906786933227,0.0,0,0.0,0.0,0.0
424,2226024375.3100786,0,1.880718622914645,10675027.253253723,0,0.012270868609977486,0.0,0.0
425,0.0,0,0.0,16009905.032680275,0,0.01535690555821026,0.0,0.0
426,149940388.63586473,0,0.08647565334110291,56350472.65653618,0,0.043290827123589955,0.0,0.0
427,53490700.93572636,0,0.040863112751673314,138428352.82483664,0,0.13602895176218044,0.0,0.0
428,203848808.2059585,0,0.1799345887747637,0.0,0,0.0,0.0,0.0
429,3136725743.758136,0,1.935952289217624,5255194.462734966,0,0.004849972381768067,0.0,0.0
430,0.0,0,0.0,195701632.9806236,0,0.21176305979805493,0.0,0.0
431,2284194128.909614,0,1.5175786308729124,0.0,0,0.0,0.0,0.0
432,0.0,0,0.0,43671968.352227435,0,0.04448839160046748,0.0,0.0
433,1168825192.7503629,0,0.8790968649666056,4154017.4315659953,0,0.004289368869800195,0.0,0.0
434,0.0,0,0.0,14404806.173022423,0,0.01605207727703199,0.0,0.0
435,2448778078.314778,0,1.520595561616834,0.0,0,0.0,0.0,0.0
436,130425475.74064621,0,0.11010106696633562,459374900.3595325,0,0.48203133918139185,0.0,0.0
437,665609786.831147,0,0.6262092443648823,0.0,0,0.0,0.0,0.0
438,16930883.529026862,0,0.013514066898345643,21847035.703218885,0,0.023333368048702015,0.0,0.0
439,2478835084.333935,0,1.9309725174847476,0.0,0,0.0,0.0,0.0
440,479058637.0411731,0,0.31218300666980503,27898761.26620367,0,0.02412530253695819,0.0,0.0
441,0.0,0,0.0,25819379.04979168,0,0.028335894060137694,0.0,0.0
442,0.0,0,0.0,111913794.21026477,0,0.13350664740790294,0.0,0.0
443,3099916865.8136053,0,1.9074073111277003,32772551.626033608,0,0.028165646623374035,0.0,0.0
444,19209213.018376797,0,0.013833047192028533,36614386.0547194,0,0.03500113138642551,0.0,0.0
445,44368330.38820176,0,0.04154217468354749,76327136.00192179,0,0.09294586867992813,0.0,0.0
446,2675898883.1072116,0,1.923120459570002,0.0,0,0.0,0.0,0.0
447,2594617538.240453,0,1.9037505264582921,0.0,0,0.0,0.0,0.0
448,2965366426.2708206,0,1.9149280390277617,0.0,0,0.0,0.0,0.0
449,1044648125.6811321,0,0.7495561876226604,0.0,0,0.0,0.0,0.0
450,2618943888.593028,0,1.916969134992041,83735023.13006675,0,0.08481945750266895,0.0,0.0
451,0.0,0,0.0,166518449.0219862,0,0.1365756790636562,0.0,0.0
452,0.0,0,0.0,23758488.17655087,0,0.023255271435017752,0.0,0.0
453,3078302711.4105062,0,1.8906515462051598,15561544.52582713,0,0.013301691310109276,0.0,0.0
454,62943636.742533386,0,0.05826149513894341,496866043.45178705,0,0.5598809351977059,0.0,0.0
455,48367970.33252141,0,0.04152581330701023,459609116.30434966,0,0.4829364941015646,0.0,0.0
456,3928419423.7494736,0,1.9256320120437302,59412543.91935689,0,0.04107936875656936,0.0,0.0
457,2975440707.3524075,0,1.923120459570002,0.0,0,0.0,0.0,0.0
458,120024151.89251271,0,0.0807149179041309,1088833899.2903626,0,0.8748266997674695,0.0,0.0
459,3335114183.124829,0,1.9302896161182637,0.0,0,0.0,0.0,0.0
460,2343455763.8432837,0,1.9412018410273695,0.0,0,0.0,0.0,0.0
461,188108361.61450064,0,0.14522168324131032,920223106.7920202,0,0.8553497539784253,0.0,0.0
462,473826760.02904284,0,0.30804910216991654,0.0,0,0.0,0.0,0.0
463,2921763613.5509396,0,1.9286513893841977,4631947.695897369,0,0.004326903416980585,0.0,0.0
464,0.0,0,0.0,368592689.6947388,0,0.48500100624029274,0.0,0.0
465,129526059.98624334,0,0.10919918354412594,53634461.22263798,0,0.060312023463476694,0.0,0.0
466,97210018.06296152,0,0.06990410269584754,63185241.72411874,0,0.060136284423730146,0.0,0.0
467,3455403211.8807535,0,1.9483702481939598,49365032.82485611,0,0.03812097566780346,0.0,0.0
468,0.0,0,0.0,3891825.452672237,0,0.005033425353090957,0.0,0.0
469,0.0,0,0.0,49127571.30239196,0,0.044384621896845944,0.0,0.0
470,2613924101.9630275,0,1.9216076264375355,0.0,0,0.0,0.0,0.0
471,0.0,0,0.0,175745319.12642002,0,0.16244742280765034,0.0,0.0
472,2627767822.570457,0,1.9251014609176984,0.0,0,0.0,0.0,0.0
473,3961529540.2457356,0,1.9460504473884381,59865784.05254045,0,0.04169474139540224,0.0,0.0
474,2451035180.3111744,0,1.9037505264582921,611734115.4212275,0,0.5798435692998687,0.0,0.0
475,148831558.21090132,0,0.1100485764344023,225414702.66192824,0,0.2142615606760377,0.0,0.0
476,3431774164.830242,0,1.9316477723969152,17511109.054204985,0,0.0139296554260524,0.0,0.0
477,58677357.097486965,0,0.0396182036217891,154778000.939671,0,0.13443389896121366,0.0,0.0
478,3655192320.775993,0,1.9434084010163555,143226311.569396,0,0.10654142552820639,0.0,0.0
479,2469869476.441945,0,1.922191527143134,0.0,0,0.0,0.0,0.0
480,1774857504.710987,0,1.2500694676967603,0.0,0,0.0,0.0,0.0
481,2778567046.0236316,0,1.9302896161182637,0.0,0,0.0,0.0,0.0
482,2762743230.6972547,0,1.9164679329866798,0.0,0,0.0,0.0,0.0
483,0.0,0,0.0,15742737.150460359,0,0.015465159966447962,0.0,0.0
484,257737817.8922158,0,0.19775038432669118,73098715.67011544,0,0.0743453898776776,0.0,0.0
485,0.0,0,0.0,31322190.43310409,0,0.04495632749931669,0.0,0.0
486,479875538.66810334,0,0.36911050524496336,904094561.500551,0,0.8571309808688996,0.0,0.0
487,1778165499.6834564,0,1.0683406453579372,5044763.2506823,0,0.004095524459930887,0.0,0.0
488,2686039939.2898154,0,1.9322914620441156,4510281.163902528,0,0.004856893135127858,0.0,0.0
489,2770953571.3484697,0,1.9236392053943403,0.0,0,0.0,0.0,0.0
490,138390042.3614287,0,0.09234473734187798,1075905924.891624,0,0.8592590722624005,0.0,0.0
491,0.0,0,0.0,15489226.320060596,0,0.01596445659413723,0.0,0.0
492,174809891.88431624,0,0.10956563205865547,0.0,0,0.0,0.0,0.0
493,14359407.663920708,0,0.01353997335161105,499392873.179214,0,0.564188563985557,0.0,0.0
494,0.0,0,0.0,292518032.7411746,0,0.2796870570695301,0.0,0.0
495,21856966.9834114,0,0.013673292461050774,434301285.2508113,0,0.3338946804830737,0.0,0.0
496,2769771586.6494164,0,1.9226067011172217,0.0,0,0.0,0.0,0.0
497,64876746.84519832,0,0.04136370085171247,134949242.2653498,0,0.1114347217735146,0.0,0.0
498,3646325390.317382,0,1.9374886694689248,0.0,0,0.0,0.0,0.0
499,204597285.83435512,0,0.1449443326767746,0.0,0,0.0,0.0,0.0
500,2837386391.483506,0,1.9374886694689248,0.0,0,0.0,0.0,0.0
501,0.0,0,0.0,35887872.63547983,0,0.04490206101491322,0.0,0.0
502,44072808.311195865,0,0.04121901951763548,22261151.397909798,0,0.02808162771520661,0.0,0.0
503,118602551.99364129,0,0.06834980070018419,19600061.218557205,0,0.015502455862160563,0.0,0.0
504,0.0,0,0.0,962491728.5113344,0,0.846330049630847,0.0,0.0
505,809231054.2849681,0,0.47483100204062756,264908131.12443152,0,0.20399060909880493,0.0,0.0
506,2755330972.3122187,0,1.9099955806699445,0.0,0,0.0,0.0,0.0
507,0.0,0,0.0,121191430.11686835,0,0.10072124701446236,0.0,0.0
508,20756987.447106466,0,0.013540996182688088,17895121.127289638,0,0.01581518752927658,0.0,0.0
509,0.0,0,0.0,134516398.8167315,0,0.13747139605211298,0.0,0.0
510,60916308.417245515,0,0.03910967725468518,109169980.94440643,0,0.09111353216716847,0.0,0.0
511,2470600607.4613776,0,1.9229076384282462,0.0,0,0.0,0.0,0.0
512,2120568639.9598985,0,1.539126554980686,0.0,0,0.0,0.0,0.0
513,0.0,0,0.0,616626881.6260053,0,0.5724598705342985,0.0,0.0
514,2746778928.4626517,0,1.9025283533522885,4450142.713199336,0,0.004422351288045658,0.0,0.0
515,3126177953.117284,0,1.927770840308181,0.0,0,0.0,0.0,0.0
516,0.0,0,0.0,823548413.2202667,0,0.836469842149121,0.0,0.0
517,0.0,0,0.0,4761773.429997778,0,0.005039693737042665,0.0,0.0
518,0.0,0,0.0,858396446.7691796,0,0.8694366506405691,0.0,0.0
519,0.0,0,0.0,12473937.959921345,0,0.016041724936969527,0.0,0.0
520,0.0,0,0.0,15226304.552575322,0,0.015990580826347387,0.0,0.0
521,738337943.2831525,0,0.7410858584003102,27800845.58477425,0,0.037561583429245975,0.0,0.0
522,1879997802.9847627,0,1.228691462885,0.0,0,0.0,0.0,0.0
523,51113646.53528367,0,0.041442707321241286,57269090.56307019,0,0.06134584638534256,0.0,0.0
524,2698331555.189169,0,1.9434084010163555,106131805.67949718,0,0.10718772756254437,0.0,0.0
525,3022958127.6795526,0,1.9209105150553052,0.0,0,0.0,0.0,0.0
526,0.0,0,0.0,669655104.5006099,0,0.4782226680445808,0.0,0.0
527,974349029.2699513,0,0.6224330840088033,0.0,0,0.0,0.0,0.0
528,0.0,0,0.0,10839301.8299745,0,0.015928144285939833,0.0,0.0
529,330975697.82440996,0,0.21756919501553024,11222285.806538701,0,0.009959506762188796,0.0,0.0
530,1985114630.3849983,0,1.933970226612051,0.0,0,0.0,0.0,0.0
531,2993552912.6511984,0,1.937852130609568,0.0,0,0.0,0.0,0.0
532,2133913993.5868573,0,1.9378604847117225,0.0,0,0.0,0.0,0.0
533,455618345.6820872,0,0.3049031797615836,15625969.196625927,0,0.014169801742125555,0.0,0.0
534,144081128.49487698,0,0.0824707797426391,56124908.77974084,0,0.0429493143301194,0.0,0.0
535,0.0,0,0.0,94311931.0559976,0,0.0828425010555297,0.0,0.0
536,0.0,0,0.0,224287274.58867967,0,0.28031720859035925,0.0,0.0
537,1223091457.0512066,0,1.0607284970666166,109732831.9121181,0,0.12946948539576753,0.0,0.0
538,366451841.87643135,0,0.2566709819354496,129940272.08959705,0,0.11958982157596171,0.0,0.0
539,138105256.78403434,0,0.08688950508309021,1153812511.6242576,0,0.8675442503616395,0.0,0.0
540,2625223144.781974,0,1.9320616374161106,0.0,0,0.0,0.0,0.0
541,2771116825.455154,0,1.9237818122891528,0.0,0,0.0,0.0,0.0
542,55076397.99944826,0,0.04140320497527551,95243254.67823975,0,0.09337934281337033,0.0,0.0
543,0.0,0,0.0,120050284.98689595,0,0.11029835380698214,0.0,0.0
544,1554964262.8631902,0,1.0451815724634743,362486340.9048017,0,0.3138579933867804,0.0,0.0
545,501482298.8742497,0,0.30546505189800044,1137394701.5744598,0,0.8479463817355992,0.0,0.0
546,0.0,0,0.0,4472499.249398048,0,0.004955063522096438,0.0,0.0
547,2740051423.7430086,0,1.896653816314378,0.0,0,0.0,0.0,0.0
548,0.0,0,0.0,28708212.553578287,0,0.031236532522578964,0.0,0.0
549,2762257980.2258234,0,1.916044192891602,106580333.91099195,0,0.09221345703392549,0.0,0.0
550,218829925.37606126,0,0.1448164622816611,5150011.735912149,0,0.0046649660669587385,0.0,0.0
551,51048478.280412816,0,0.04119571404215186,106530684.84847018,0,0.1113934588720226,0.0,0.0
552,2603289958.8064075,0,1.9117710636237282,0.0,0,0.0,0.0,0.0
553,1955776554.2392468,0,1.8980525918466427,0.0,0,0.0,0.0,0.0
554,117605358.36488378,0,0.0787942621551955,574461155.689728,0,0.47549780872512193,0.0,0.0
555,3081316398.21841,0,1.8929873903823853,47602252.72148825,0,0.04170173300351507,0.0,0.0
556,2406535118.371805,0,1.9191619175100887,0.0,0,0.0,0.0,0.0
557,2818667254.3720665,0,1.9214277577989096,60045070.88356434,0,0.058010189810337495,0.0,0.0
558,2529668228.2931547,0,1.4905920093293061,576812732.389655,0,0.44556485834516557,0.0,0.0
559,743109486.781575,0,0.47856670027817844,0.0,0,0.0,0.0,0.0
560,0.0,0,0.0,84214172.14127803,0,0.07717350542083366,0.0,0.0
561,1244146095.2578506,0,1.0487056403734116,79960690.07537957,0,0.0884139519945811,0.0,0.0
562,0.0,0,0.0,60776593.14400429,0,0.061579722896524684,0.0,0.0
563,189392630.94833302,0,0.10876985445857656,78172973.48484737,0,0.05953793208491206,0.0,0.0
564,2682297207.5522676,0,1.9289067523122807,0.0,0,0.0,0.0,0.0
565,2792758693.0291133,0,1.9426872303297924,0.0,0,0.0,0.0,0.0
566,3074307853.6136913,0,1.887554195566913,0.0,0,0.0,0.0,0.0
567,218942464.99064818,0,0.14490582495576715,11515045.38847985,0,0.010474442750407553,0.0,0.0
568,2273536782.3694077,0,1.9314511306883082,0.0,0,0.0,0.0,0.0
569,171680913.76265436,0,0.109198170169243,1136267343.200291,0,0.8673788814078192,0.0,0.0
570,17008928.938085712,0,0.013049354264873036,22384290.462477,0,0.022869894327234377,0.0,0.0
571,533987210.288913,0,0.4724886977228282,770512071.9615799,0,0.8407650200578395,0.0,0.0
572,3214421366.199759,0,1.878384543147862,0.0,0,0.0,0.0,0.0
573,0.0,0,0.0,28771213.515467875,0,0.02832633074847158,0.0,0.0
574,22248583.93903801,0,0.013045045074146215,78368212.04439148,0,0.05983353112679045,0.0,0.0
575,62206700.15313146,0,0.05745565055288877,179279993.89894465,0,0.21133990945528858,0.0,0.0
576,2136496326.8485427,0,1.9408068309125417,229715815.69927722,0,0.2638405921408611,0.0,0.0
577,2834935004.227849,0,1.935385370913696,0.0,0,0.0,0.0,0.0
578,2830579469.6857634,0,1.9316477723969152,0.0,0,0.0,0.0,0.0
579,0.0,0,0.0,547042906.6178668,0,0.4748226406667537,0.0,0.0
580,0.0,0,0.0,196457666.45141125,0,0.21302894109969678,0.0,0.0
581,0.0,0,0.0,27286911.8945319,0,0.028215895612479648,0.0,0.0
582,133075372.62609503,0,0.10537383211454796,20826995.372503255,0,0.022254028435901504,0.0,0.0
583,0.0,0,0.0,899138057.2675838,0,0.8508770646968724,0.0,0.0
584,3308710211.376442,0,1.9110767391128172,0.0,0,0.0,0.0,0.0
585,70171756.6452184,0,0.05590267567803696,86919889.23496032,0,0.0905939832952301,0.0,0.0
586,2346375726.737918,0,1.9442396951242746,0.0,0,0.0,0.0,0.0
587,2325872101.085644,0,1.9229076384282462,0.0,0,0.0,0.0,0.0
588,2647873754.897117,0,1.9436333921448399,13486202.434340063,0,0.014016201709732695,0.0,0.0
589,0.0,0,0.0,39143591.72186953,0,0.03804308145634877,0.0,0.0
590,89661845.36995046,0,0.06747022053942361,59797672.880172774,0,0.05964047557438917,0.0,0.0
591,3112422487.690664,0,1.9171027933212268,0.0,0,0.0,0.0,0.0
592,2264152165.676733,0,1.9214277577989096,13797481.69637245,0,0.015845607218603553,0.0,0.0
593,335292311.2060132,0,0.2084162467765617,255252766.45781875,0,0.20602117818085508,0.0,0.0
594,20208331.765068077,0,0.013884407184858888,249124555.6127541,0,0.21434033627844684,0.0,0.0
595,74648499.45271868,0,0.040153721610961556,48013003.58791859,0,0.03461210965598158,0.0,0.0
596,231220605.64627445,0,0.14597692278329558,5509219.020207773,0,0.004838745218484159,0.0,0.0
597,0.0,0,0.0,377646969.62851036,0,0.40016407729678005,0.0,0.0
598,378878667.0700481,0,0.31170438289617314,0.0,0,0.0,0.0,0.0
599,109968499.64368764,0,0.07545627515073661,315547476.6245639,0,0.2743347144779528,0.0,0.0
600,2489931334.9558725,0,1.9418413287602694,0.0,0,0.0,0.0,0.0
601,167811430.83978793,0,0.14353747778250575,0.0,0,0.0,0.0,0.0
602,2959689842.340124,0,1.910312969740564,0.0,0,0.0,0.0,0.0
603,3119907547.60087,0,1.9229076384282462,5133095.04712197,0,0.00463521123604321,0.0,0.0
604,3001170897.648179,0,1.9440479889759832,42991370.26100041,0,0.038171368024524525,0.0,0.0
605,198792877.61843705,0,0.1488384852815141,52545686.42278008,0,0.05196746503773478,0.0,0.0
606,19531204.580481917,0,0.014101163877882392,149664529.38486683,0,0.13761623652806895,0.0,0.0
607,2648874737.427271,0,1.9445559951504907,49757882.233832605,0,0.047826530611945944,0.0,0.0
608,0.0,0,0.0,763971561.1035228,0,0.5755922917104636,0.0,0.0
609,3433736404.9597893,0,1.9330365403602556,0.0,0,0.0,0.0,0.0
610,210444562.76912916,0,0.1462868766476267,4940819.424223993,0,0.004719765388607013,0.0,0.0
611,22506327.519126147,0,0.014143755507393913,28205611.468539223,0,0.023791889678760926,0.0,0.0
612,794898116.3227686,0,0.464581592379247,0.0,0,0.0,0.0,0.0
613,18722229.0732003,0,0.01375023524342402,35883331.97815027,0,0.03502270419494852,0.0,0.0
614,1974872170.4142656,0,1.9214277577989096,0.0,0,0.0,0.0,0.0
615,0.0,0,0.0,44656757.57152588,0,0.03805226587650329,0.0,0.0
616,1829354399.9140062,0,1.0488834078604872,17303564.71354676,0,0.013596580519458522,0.0,0.0
617,0.0,0,0.0,207375872.81207994,0,0.21085265370694203,0.0,0.0
618,19310671.617406003,0,0.013917529975196019,552743424.5813725,0,0.48211347185535913,0.0,0.0
619,51238366.74491297,0,0.04137489737620954,21351504.876565114,0,0.023155652086175114,0.0,0.0
620,1914508807.8452296,0,1.4964627556420016,0.0,0,0.0,0.0,0.0
621,44781592.15230471,0,0.04072379674475034,0.0,0,0.0,0.0,0.0
622,2623307852.693061,0,1.9302896161182637,0.0,0,0.0,0.0,0.0
623,0.0,0,0.0,53577531.36663566,0,0.06018557271828613,0.0,0.0
624,1313539827.1679506,0,1.0408252591804863,0.0,0,0.0,0.0,0.0
625,14872658.178271703,0,0.01410121587128993,18662030.943193197,0,0.023729909845855386,0.0,0.0
626,265769525.88498625,0,0.18410869177639522,10770219.780831708,0,0.010085892195749317,0.0,0.0
627,3006484756.678882,0,1.9483702481939598,63063123.43579309,0,0.05755589966386904,0.0,0.0
