experiment,A.1 Expected Annual Damage,A.1 Dike Investment Costs,A.1_Expected Number of Deaths,A.2 Expected Annual Damage,A.2 Dike Investment Costs,A.2_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
98,55831814.01847692,0,0.039515304234117477,235431101.66121823,0,0.21138193928401205,0.0,0.0
99,137375727.56702042,0,0.14327904341329672,0.0,0,0.0,0.0,0.0
100,2958482739.3865724,0,1.9093316470279054,0.0,0,0.0,0.0,0.0
101,3217580520.948078,0,1.880718622914645,0.0,0,0.0,0.0,0.0
102,0.0,0,0.0,1081316488.859957,0,0.866228237025715,0.0,0.0
103,13534956.807099598,0,0.013648452702288958,11588744.886131398,0,0.015813182747880475,0.0,0.0
104,2720984878.073859,0,1.8800045520964264,692692909.396107,0,0.6076966883693308,0.0,0.0
105,2760917467.8827734,0,1.871896666398618,0.0,0,0.0,0.0,0.0
106,0.0,0,0.0,4870692.384049942,0,0.005083463214411524,0.0,0.0
107,15013708.937321018,0,0.013829574335588037,50882288.62875786,0,0.06123159170299675,0.0,0.0
108,3329056563.1544867,0,1.9258812980786466,34187938.587297216,0,0.026218198616922258,0.0,0.0
109,57680770.58164092,0,0.04204906695042406,4943298.008320814,0,0.004913065540714122,0.0,0.0
110,291821206.2447767,0,0.2110864243681631,0.0,0,0.0,0.0,0.0
111,0.0,0,0.0,375852062.6556552,0,0.33123020262298186,0.0,0.0
112,2636521998.4287376,0,1.8875227111950539,0.0,0,0.0,0.0,0.0
113,2472840513.404522,0,1.9251014609176984,0.0,0,0.0,0.0,0.0
114,19775854.310517617,0,0.013540996182688088,41854577.93350831,0,0.037967775260353054,0.0,0.0
115,61304968.03169185,0,0.03940370687256218,90553434.61435953,0,0.07617077602178196,0.0,0.0
116,17124755.211951453,0,0.013693571395635339,493174888.06795067,0,0.4765420059203814,0.0,0.0
117,0.0,0,0.0,13446747.974373631,0,0.01569465324166827,0.0,0.0
118,2565091200.464378,0,1.8764409947329181,0.0,0,0.0,0.0,0.0
119,91574319.74541694,0,0.06918059070572466,292962336.42135245,0,0.28015775675862664,0.0,0.0
120,2331393064.5072265,0,1.9286513893841977,541295808.8389578,0,0.5440571393690078,0.0,0.0
121,56598513.8148377,0,0.040153721610961556,16217243.165961612,0,0.015739333776191626,0.0,0.0
122,0.0,0,0.0,49783024.28184271,0,0.06176605611604231,0.0,0.0
123,2276116277.2443953,0,1.9342066840731218,224881842.8225021,0,0.25524176656932807,0.0,0.0
124,126687984.57049175,0,0.0776272828236376,128017256.99818692,0,0.10277093126503889,0.0,0.0
125,1795877070.1332607,0,1.2684730557135036,0.0,0,0.0,0.0,0.0
126,2491531327.346262,0,1.9434084010163555,3824462.924281455,0,0.004122761807169564,0.0,0.0
127,281150378.518569,0,0.14855488292755667,1311794456.4777784,0,0.8390397436076688,0.0,0.0
128,3069397067.4993963,0,1.8837459631121174,0.0,0,0.0,0.0,0.0
129,298008688.91129947,0,0.21652139208202753,297727778.12453103,0,0.2784798703156667,0.0,0.0
130,0.0,0,0.0,426000361.2099887,0,0.4721083677411958,0.0,0.0
131,0.0,0,0.0,13514233.943868646,0,0.015844550882937625,0.0,0.0
132,47372879.202656284,0,0.03789925326667401,881407295.8004951,0,0.8304325073888109,0.0,0.0
133,54264074.582978725,0,0.04068967545451985,78426653.9156118,0,0.07701872913639997,0.0,0.0
134,2948687393.7038603,0,1.9013682118065536,0.0,0,0.0,0.0,0.0
135,2398231132.22682,0,1.9108279062823885,0.0,0,0.0,0.0,0.0
136,1751926211.6952152,0,1.0488834078604872,0.0,0,0.0,0.0,0.0
137,0.0,0,0.0,25807517.661040522,0,0.02810354214709938,0.0,0.0
138,0.0,0,0.0,17083666.870712265,0,0.015875703158170357,0.0,0.0
139,404783300.7903701,0,0.3065987800009832,918709323.312506,0,0.8529351055275161,0.0,0.0
140,1230975427.6981268,0,1.0691813123663132,593517706.0200446,0,0.6508567891346961,0.0,0.0
141,0.0,0,0.0,22925844.719709218,0,0.028251143641521745,0.0,0.0
142,58638117.812340915,0,0.03958704546060709,837211147.3017329,0,0.6756477260793301,0.0,0.0
143,3508693359.6135654,0,1.8685259288827722,64409490.7697365,0,0.04593967361975619,0.0,0.0
144,2464673318.502043,0,1.9171027933212268,0.0,0,0.0,0.0,0.0
145,2966812397.062167,0,1.9161036888372194,0.0,0,0.0,0.0,0.0
146,0.0,0,0.0,36255284.690145336,0,0.034338780989248946,0.0,0.0
147,3898813638.5743704,0,1.9073796074089193,6521624.91951051,0,0.004726919097429226,0.0,0.0
148,602129801.3671851,0,0.31193375997438166,0.0,0,0.0,0.0,0.0
149,0.0,0,0.0,18796836.40499889,0,0.015993038681470055,0.0,0.0
