,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
10,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,8,9,6,9,0,9,0,6,10,8,8,8,1,10,7,0.0,295351756.5115467,0.0,0.0,211760402.12177992,0.0,1113266365.2418358,85489621.66920431,0.26144291113609164,0.0,64762465.663851574,0.0,0.0,149156679.2404403,0.0,1543700000.0,70701.11003757881
11,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,6,5,2,3,5,2,7,9,9,6,7,0.0,32694901.094161935,0.0,6169366.035348721,181710434.41083917,0.0026027256993627515,1138931595.6469193,82114518.66040653,0.8132241063668197,0.0,47135848.0129001,0.0,0.0,180763224.47413534,0.0,712100000.0,34657.89974327919
12,4,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,4,0,6,6,6,6,7,4,6,5,0,3,5,9,9,0.0,117299462.54481953,0.0,0.0,245685456.69229835,0.0,1114282268.0091653,113065055.38858135,0.2618235457585539,0.0,21068617.1353041,0.0,0.0,184523269.75552836,0.0,606200000.0,82501.89431175738
13,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,2,10,2,6,2,4,3,4,5,1,6,7,10,7,6,0.0,194729751.5853779,0.0,0.0,188241386.53171575,0.0,1121913673.5911703,89836264.45193493,2.20582538249838,0.0,37380645.04128443,0.0,0.0,191318452.66405374,0.0,916200000.0,0.0
14,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,5,3,1,8,0,6,7,9,7,0,5,6,10,0.0,88511693.9986257,0.0,0.0,183113112.051309,0.0,1125402468.842331,73264038.44066289,2.21674659198689,0.0,37441554.88587584,0.0,0.0,168508512.1537496,0.0,1609600000.0,0.0
15,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,5,2,5,4,5,8,9,9,7,0,7,6,1,6,9,0.0,166327001.80438963,0.0,0.0,231291492.51643485,0.0,1112970752.9346595,158213032.70989424,0.7839963323084914,0.0,30185557.33409556,0.0,0.0,133884878.31148085,0.0,945200000.0,34277.239266973535
16,2,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,0,2,3,3,10,10,9,10,3,2,7,4,5,1,0.0,83497824.69174261,0.0,0.0,222514623.41904962,0.0,1115514728.8805413,184759733.99138215,0.32786324953534174,0.0,33433724.70004555,0.0,0.0,109207655.50915362,0.0,692500000.0,56935.161280160275
17,3,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,9,2,8,6,1,0,5,1,3,2,8,7,4,0,2,0.0,246091119.6312058,0.0,0.0,112832601.01821715,0.0,1115514728.8805413,82414037.93418427,0.2622905996282734,0.0,44517603.3292147,0.0,0.0,64922482.303728715,0.0,1043500000.0,70733.56507276381
18,2,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,10,9,1,5,10,4,0,5,0,4,1,5,4,6,0.0,214421078.7172051,0.0,798764.0489449265,221440566.1774893,0.00014000745968378178,1111797760.8916957,59344433.82549998,0.32611715147687936,0.0,16925244.491970196,0.0,0.0,130654090.09856677,0.0,1074200000.0,56934.306085920325
19,2,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,9,8,8,0,0,7,2,9,4,7,5,2,8,3,5,0.0,323583998.29585165,0.0,19931392.019072443,73315450.27094865,0.0034395388803831364,1128603515.4779778,103809378.21632881,0.3339790164754118,0.0,39238675.21442496,0.0,0.0,141252297.3241756,0.0,1012800000.0,58155.6506050614
20,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,10,1,6,8,4,10,7,8,3,8,4,2,1,4,6,0.0,228725983.77259406,0.0,0.0,300041743.34322655,0.0,1116058298.1576862,121448880.14622706,0.26249568047906313,0.0,39767283.30716233,0.0,0.0,107196056.78290781,0.0,267200000.0,82531.63736400228
21,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,6,10,0,3,3,2,4,3,2,7,2,5,0,6,6,0.0,177067681.2786764,0.0,0.0,153141651.80359086,0.0,1115514728.8805413,82128181.6907775,0.78687179888482,0.0,38515100.49678508,0.0,0.0,89542814.51096618,0.0,1043500000.0,34295.06185346126
22,3,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,5,2,2,9,8,2,2,10,9,6,1,7,1624991.925622658,32694901.094161935,0.0001500388253497986,0.0,164233797.24580663,0.0,1113561977.5490122,130305213.2293157,0.2615537115026861,0.0,56287863.58281402,0.0,0.0,126815106.79993652,0.0,1251600000.0,70729.03608458952
23,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,8,5,3,6,9,1,5,5,3,4,6,0,4,5,6,0.0,212372890.669498,0.0,0.0,239445868.53483826,0.0,1115514728.8805413,96726326.55721241,0.2622905996282734,0.0,24092218.720461875,0.0,0.0,129824143.1807656,0.0,1345900000.0,70733.56507276381
24,4,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,6,0,0,10,2,10,5,7,9,8,4,7,9,9,1,0.0,60717312.84309486,0.0,0.0,308393201.9704101,0.0,1138931595.6469193,130056092.75016913,0.2710747021222733,0.0,50138122.952151224,0.0,0.0,170822969.73716813,0.0,929900000.0,82919.79445558977
25,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,4,5,7,10,5,1,5,7,8,10,9,8,8,8,0.0,146023907.9151004,0.0,0.0,304410245.2083211,0.0,1160731527.6444387,91946991.35092777,0.27922735820344463,0.0,75999393.7141914,0.0,0.0,194837981.1842336,0.0,895800000.0,71392.54714076193
26,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,3,2,9,4,6,7,7,5,7,0,8,0,2,9,8,0.0,184360158.65401483,0.0,0.0,231497453.5729021,0.0,1117491113.2041578,121872393.88035336,0.7891034077850022,0.0,16108916.742160894,0.0,0.0,154518672.03172374,0.0,904200000.0,34308.92907796998
27,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,7,1,4,0,6,6,7,0,6,7,4,1,9,8,10,0.0,172107283.1314149,0.0,5994408.188922445,146841946.52894095,0.0024593238431452444,1112675140.6274836,73946120.41768885,0.7836639312087081,0.0,35674824.158580944,0.0,0.0,221685686.16345268,0.0,1201300000.0,34468.90538373527
28,4,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,9,1,0,7,1,7,3,2,8,1,6,6,1,0,4,0.0,129503908.60174897,0.0,0.0,217627170.58040905,0.0,1121913673.5911703,92822704.0280667,0.26469904589980564,0.0,35261253.90035044,0.0,0.0,59554855.274964996,0.0,1049400000.0,82630.52711392601
29,4,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,4,10,9,6,7,3,6,3,0,2,4,0,2,9,0.0,156636494.31099015,0.0,0.0,300719009.1010506,0.0,1112069781.5706837,91669257.29364294,0.26099494075155827,0.0,17701182.393370774,0.0,0.0,84384152.9491242,0.0,1713500000.0,82464.26783970455
30,3,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,7,8,4,0,3,1,7,4,3,6,8,7,7,3,5,0.0,243873805.99875686,0.0,2754554.385593207,90143923.5488522,0.00037954885775325683,1110847417.8773737,102644427.34395227,0.26054009618625706,0.0,55121128.58304478,0.0,0.0,133916207.93441162,0.0,1026200000.0,70848.8912052802
31,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,9,6,4,3,0,2,2,8,10,8,4,3,9,0.0,128446235.06223166,0.0,0.0,198269928.11725682,0.0,1127488588.980166,45876507.22344398,0.8003760582090418,0.0,72273241.42122133,0.0,0.0,135292523.75917578,0.0,966500000.0,34379.22096913968
32,4,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,10,9,10,3,5,4,10,9,6,5,0,6,9,9,7,0.0,394501953.86476415,0.0,0.0,183367572.6956553,0.0,1121913673.5911703,160492870.84827834,0.26469904589980564,0.0,25957753.651390065,0.0,0.0,205895970.1338907,0.0,1182600000.0,82630.52711392601
33,4,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,8,2,9,2,0,6,1,6,4,4,10,3,5,5,0,0.0,244357298.97751394,0.0,0.0,113454271.89419729,0.0,1113266365.2418358,86175555.67869377,0.2614429111360916,0.0,46542640.829576895,0.0,0.0,80062858.44864091,0.0,914700000.0,82484.62837717528
34,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,10,0,8,0,3,1,2,1,6,10,6,5,0,6,2,0.0,201875622.80000222,0.0,6058029.223986544,90143923.5488522,0.006976305479663563,1114830629.8633864,78606906.32934007,2.1835915328940194,0.0,56945617.322230004,0.0,0.0,74011736.27191554,0.0,997200000.0,0.0
35,4,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,10,10,8,6,0,8,1,10,9,5,5,10,3,9,6,0.0,377599768.3799015,0.0,0.0,165476520.6102822,0.0,1111560175.1381152,124792790.66387632,0.2608053149326919,0.0,52687027.227343455,0.0,0.0,149372383.11800307,0.0,1197100000.0,82455.52024678103
36,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,2,6,7,4,2,7,0,1,7,9,7,5,1,4,4,0.0,191345561.7715347,0.0,0.0,192027514.02033317,0.0,1111797760.8916957,55690229.411618516,2.1741143431791956,0.0,56390111.90307679,0.0,0.0,99037868.40833265,0.0,1122800000.0,0.0
37,2,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,10,10,6,2,3,0,2,2,5,6,1,3,2,8,5,0.0,347088319.6991884,0.0,815288.3921798969,93986630.59767582,0.00014565077496674932,1119378854.3975594,78817561.50663751,0.3296806434917983,0.0,31013991.49954664,0.0,0.0,130733716.29165494,0.0,1343800000.0,57023.353726804184
38,4,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,7,5,4,7,8,1,4,4,3,5,1,7,5,7,8,0.0,208032489.48873264,0.0,0.0,239452797.40772164,0.0,1111560175.1381152,88265439.14270656,0.2608053149326919,0.0,35992991.66480964,0.0,0.0,161485876.5756334,0.0,943300000.0,82455.52024678103
39,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,6,7,8,6,3,4,5,3,2,3,7,4,5,0.0,95486976.46933737,0.0,0.0,285470923.06059474,0.0,1110372246.3702126,89836264.45193493,0.7810898510659015,0.0,26562940.128449157,0.0,0.0,139497823.77407175,0.0,1707600000.0,34258.754903581364
40,3,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,6,10,6,2,3,7,1,6,5,7,10,4,7,0,0.0,177067681.2786764,0.0,0.0,181024453.14671123,0.0,1138931595.6469193,100985425.35951225,0.2710747021222733,0.0,58446728.656740434,0.0,0.0,83927878.88098589,0.0,1063100000.0,71074.10953336264
41,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,7,4,0,1,4,10,10,1,10,10,3,2,9,4,2,0.0,128674397.76670545,0.0,794632.9631361841,211159239.67101824,0.0003326319140712959,1110609832.1237931,136606621.6734966,0.7813550698123364,0.0,43561723.199717194,0.0,0.0,140960766.70142764,0.0,1536100000.0,34285.97863667493
42,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,2,7,9,3,8,4,9,3,3,1,2,5,7,7,0.0,146588659.25632885,0.0,0.0,276368351.8658763,0.0,1115514728.8805413,110306473.80221495,2.1857549969022783,0.0,23831364.991512045,0.0,0.0,155095086.58482668,0.0,1128100000.0,0.0
43,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,7,3,6,2,5,9,7,7,1,9,2,8,5,0,4,0.0,206608704.69342405,0.0,0.0,220212523.127286,0.0,1112675140.6274836,110009109.98310609,0.7836639312087081,0.0,51377244.918871015,0.0,0.0,76159688.97366215,0.0,1419100000.0,34275.152455120966
44,3,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,10,10,1,1,10,0,8,8,9,0,8,3,4,7,6,0.0,292216242.36154985,0.0,2805328.6410058215,141171387.10255384,0.0003934210039548636,1115053860.0260332,155586903.12401956,0.2621162918100846,0.0,27169299.885837637,0.0,0.0,142210150.87851104,0.0,912600000.0,70912.53916247397
45,2,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,5,5,7,2,8,7,0,10,6,8,0,7,9,7,9,0.0,213168125.67203605,0.0,0.0,232338538.18787205,0.0,1113561977.5490122,88152583.3495194,0.3269421393783576,0.0,34768768.32229644,0.0,0.0,203837860.00741637,0.0,1118400000.0,56912.50186929075
46,4,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,3,4,1,10,1,7,5,0,1,10,0,4,3,7,8,0.0,136578326.41305238,0.0,0.0,259142155.93816715,0.0,1113920145.6138396,52811167.63503672,0.26168778902202305,0.0,33951203.666638665,0.0,0.0,147049149.793889,0.0,1164700000.0,82495.74495316338
47,2,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,7,4,8,0,8,4,4,6,8,8,10,0,6,5,6,0.0,239091053.2068842,0.0,2754554.385593207,151091418.57393533,0.00047443607219157114,1110847417.8773737,114493311.31158201,0.3256751202328214,0.0,42779651.3623051,0.0,0.0,143424669.97232643,0.0,893000000.0,57027.99008000776
48,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,5,2,3,10,0,7,0,8,3,7,3,7,4,7,1,0.0,151548646.427626,0.0,0.0,202118567.8571397,0.0,1115514728.8805413,68945584.72862397,0.78687179888482,0.0,44913465.97050338,0.0,0.0,120160624.37107357,0.0,910300000.0,34295.06185346126
49,2,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,7,6,5,5,8,4,6,0,5,2,4,5,0,7,1,0.0,228491983.66798556,0.0,0.0,238141673.51656002,0.0,1113920145.6138396,66629563.55863415,0.3271097362775288,0.0,31242259.05973556,0.0,0.0,75869639.77914998,0.0,946900000.0,56916.70715112733
50,3,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,9,3,7,9,4,7,9,3,9,0,3,3,4,1,3,0.0,244466350.00003266,0.0,0.0,275665349.35343647,0.0,1120584189.1280446,134127223.53957781,0.26419816354843684,0.0,17803345.000196747,0.0,0.0,97919871.95061475,0.0,1523300000.0,70806.95435340409
51,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,2,1,3,4,3,8,3,1,4,8,4,3,6,7,1,0.0,118999454.50282377,0.0,0.0,210912532.10205576,0.0,1115053860.0260332,76851682.0937924,2.184302431750705,0.0,41445468.94250385,0.0,0.0,133089446.1677973,0.0,997200000.0,0.0
52,4,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,7,10,2,4,3,2,3,3,6,9,2,5,5,2,7,0.0,254421411.44245616,0.0,0.0,162255681.13687694,0.0,1113920145.6138396,89374385.29717618,0.26168778902202305,0.0,44083370.59182963,0.0,0.0,125211917.8009121,0.0,644500000.0,82495.74495316338
53,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,6,0,3,2,3,2,3,2,1,2,2,8,2,8,10,0.0,112454988.58836943,0.0,809091.7634667829,144638102.10542652,0.00011482762538850914,1115053860.0260332,72729638.17053153,0.2621162918100846,0.0,33599997.36956474,0.0,0.0,160819438.0667352,0.0,997200000.0,82576.98620266197
54,4,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,5,4,0,3,0,0,9,5,3,6,6,10,2,8,3,0.0,110573595.57493308,0.0,0.0,47842699.56310011,0.0,1111560175.1381152,118308431.66728085,0.2608053149326919,0.0,58491536.167128146,0.0,0.0,121882687.3416582,0.0,1112500000.0,82455.52024678103
55,4,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,6,6,1,4,9,7,3,5,1,9,2,1,2,8,1624991.925622658,134996357.6629468,0.0001500388253497986,2790821.7108879318,199881842.46915382,0.0003894575336115474,1113561977.5490122,105134708.4018905,0.2615537115026861,0.0,35344945.25063284,0.0,0.0,107161355.14986767,0.0,1118400000.0,82732.94447842456
56,4,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,2,0,5,1,10,2,9,1,1,10,6,0,10,0,2,0.0,94979303.71425684,0.0,2790821.7108879318,203136298.69273373,0.0003894575336115474,1113561977.5490122,96481650.70641121,0.2615537115026861,0.0,37997060.30502906,0.0,0.0,96767921.20487039,0.0,1251600000.0,82705.38548126564
57,4,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,9,5,2,0,2,1,5,1,8,5,10,10,4,10,1,0.0,217926643.11492613,0.0,10785115.487524861,83721931.52190953,0.0014934648351832473,1129140588.5743957,98424138.16425695,0.2673979849242271,0.0,68924945.88809776,0.0,0.0,139997891.96117806,0.0,1012800000.0,83589.6098145547
58,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,5,3,8,5,8,3,3,4,2,3,9,3,7,3,0,0.0,203829902.6268574,0.0,0.0,229604498.79883182,0.0,1110847417.8773737,81447509.43607973,2.1711674682188087,0.0,41173187.97334711,0.0,0.0,82593104.13074732,0.0,977600000.0,0.0
59,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,2,1,5,10,10,9,3,5,3,3,5,9,3,4,1,0.0,131919288.31926736,0.0,0.0,415012989.911407,0.0,1113561977.5490122,87711202.18356964,2.1796142625223833,0.0,44435677.94021015,0.0,0.0,98944592.5665866,0.0,1723200000.0,0.0
60,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,7,0,10,6,0,4,8,8,7,8,7,3,6,8,9,0.0,188465163.0352416,0.0,0.0,131321771.566306,0.0,1113561977.5490122,144652201.88306257,2.1796142625223833,0.0,48761942.30122958,0.0,0.0,184578252.59735072,0.0,1033800000.0,0.0
61,3,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,8,6,10,3,10,8,1,0,6,9,0,4,5,2,8,0.0,307973280.0651566,0.0,0.0,283720131.70953023,0.0,1115053860.0260332,52771009.1301844,0.2621162918100846,0.0,31262671.930688452,0.0,0.0,130614396.6263049,0.0,912600000.0,70726.94347778491
62,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,6,6,2,2,3,2,7,9,3,4,7,2,2,0,0,0.0,190752725.17539954,0.0,815288.3921798969,144638102.10542652,0.0003495618599201983,1120584189.1280446,127023032.93934074,0.7925944906453105,0.0,36619050.79604517,0.0,0.0,27578229.96765524,0.0,1607900000.0,34356.64240077276
63,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,5,2,5,6,7,4,6,4,9,2,6,7,7,6,7,0.0,166327001.80438963,0.0,0.0,238321732.97205263,0.0,1129677661.6708136,120525428.61774108,0.8028382700043744,0.0,39453266.42170095,0.0,0.0,163546580.1863483,0.0,928200000.0,34394.667771585206
64,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,4,7,3,4,9,2,4,5,4,0,9,2,5,5,5,0.0,186991155.56034988,0.0,0.0,222568006.88885653,0.0,1112069781.5706837,95070908.9808432,0.7829848222546748,0.0,28065135.255597908,0.0,0.0,131385962.25230521,0.0,431100000.0,34270.86455676034
65,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,5,5,6,8,4,7,4,1,6,4,4,4,5,0,10,0.0,202782665.06692177,0.0,0.0,260815774.75667015,0.0,1111797760.8916957,86765512.49201444,0.7826811635445103,0.0,33470177.152405865,0.0,0.0,105495938.72046074,0.0,771800000.0,34268.92405144467
66,2,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,10,4,9,0,8,8,0,10,7,7,8,6,4,7,6,0.0,298539894.1383401,0.0,2754554.385593207,187620242.31906858,0.00047443607219157114,1110847417.8773737,92102587.19999316,0.3256751202328214,0.0,55476770.99652879,0.0,0.0,142210150.87851104,0.0,977600000.0,57027.99008000776
67,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,6,3,8,0,7,2,8,3,1,9,2,5,2,3,0.0,148992572.8637129,0.0,0.0,177202865.01677424,0.0,1117491113.2041578,95905766.30418555,0.3287930865770842,0.0,35344945.25063284,0.0,0.0,107699564.31150614,0.0,1045200000.0,56958.18303959859
68,3,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,4,9,2,6,2,7,3,10,0,7,9,0,5,1,3,0.0,203039220.22186697,0.0,0.0,214352832.97455466,0.0,1120584189.1280446,73102294.87068942,0.26419816354843684,0.0,37216848.52139987,0.0,0.0,103424912.41094339,0.0,1087700000.0,70806.95435340409
69,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,10,1,1,5,5,6,3,1,9,5,8,6,1,1,1624991.925622658,140858582.2512416,0.0001500388253497986,6153460.776582699,172365177.30833817,0.0008632297223264481,1132762306.3295162,88468682.0009217,0.26876673848617455,0.0,58905746.27364333,0.0,0.0,102579288.95893322,0.0,1567500000.0,71414.72387220082
70,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,3,6,7,1,8,10,10,5,3,0,5,3,9,1,17834539.002952002,145883058.26646656,0.005026780616220662,0.0,228044547.88270342,0.0,1124823445.0566955,162478396.74045408,0.7973432627629939,0.0,20696082.48629594,0.0,0.0,126569405.42332402,0.0,1138000000.0,34480.09877142022
71,3,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,3,3,3,9,0,3,6,4,5,10,2,1,6,6,2,0.0,140805929.96478274,0.0,0.0,154728075.86138678,0.0,1113561977.5490122,103998319.23120488,0.2615537115026861,0.0,40104153.25218178,0.0,0.0,130816563.99592888,0.0,1118400000.0,70705.41408702474
72,3,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,3,7,0,10,6,1,5,2,0,1,7,2,1,0,2,0.0,117657018.40774402,0.0,0.0,257416459.04712892,0.0,1117491113.2041578,55021520.85615872,0.2630344692616674,0.0,30663030.56823361,0.0,0.0,53557815.768892445,0.0,1093800000.0,70762.16622331305
73,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,8,9,5,3,4,9,2,10,0,2,4,4,8,9,0,0.0,283410816.5993523,0.0,0.0,220714684.85916668,0.0,1138931595.6469193,69456196.27730663,0.8132241063668197,0.0,29561882.696503144,0.0,0.0,117957714.22171766,0.0,845300000.0,34460.17431920614
