,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
10,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,4,0,4,4,0,8,1,6,3,4,8,10,9,10,1,2387801824.308619,102578836.07266891,1.1285097736328629,0.0,146327762.10266766,0.0,0.0,83385434.83688812,0.0,0.0,58628711.04884136,0.0,0.0,179239621.39790878,0.0,704500000.0,0.0
11,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,9,5,6,0,10,2,1,0,1,10,2,3,9,2,10,2387801824.308619,255480900.94433552,1.1285097736328629,16120403.198020946,159442877.20111895,0.011319528242768696,8665591.371605324,41292219.28177295,0.011651773137759364,0.0,43295826.65332648,0.0,0.0,174620805.56024197,0.0,1706200000.0,0.0
12,3,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,4,3,1,4,2,7,4,4,8,8,1,8,9,1,9,2387801824.308619,137587437.176622,0.13542117283594352,0.0,192027514.02033317,0.0,0.0,105388391.17181501,0.0,0.0,46176023.63030357,0.0,0.0,161316412.93582147,0.0,1012800000.0,21320.605566555627
13,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,4,3,2,10,3,4,0,8,2,7,6,6,7,1,3,2387801824.308619,143356957.13390714,0.4062635185078306,0.0,249059099.08633763,0.0,0.0,66289265.72651896,0.0,0.0,49666203.60882454,0.0,0.0,115581377.23133813,0.0,1164700000.0,10337.263304996668
14,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,3,0,1,7,2,8,7,10,5,3,3,4,10,3,9,2387801824.308619,78453877.84187987,1.1285097736328629,0.0,237464329.82003897,0.0,0.0,141145116.79324996,0.0,0.0,29664045.303329118,0.0,0.0,182855714.2656668,0.0,1208900000.0,0.0
15,2,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,7,4,5,3,2,0,3,2,1,1,9,3,6,5,8,2387801824.308619,206781014.31771147,0.16927646604492944,0.0,95202239.80249318,0.0,0.0,72729638.17053153,0.0,0.0,36914062.548912436,0.0,0.0,155276917.05740082,0.0,1051100000.0,17161.47228368588
16,3,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,9,9,10,5,9,2,6,6,3,2,8,2,3,5,3,2387801824.308619,374766449.34147024,0.13542117283594352,0.0,234401567.33741382,0.0,0.0,106025710.87762618,0.0,0.0,34820783.417319596,0.0,0.0,110629699.17569578,0.0,824000000.0,21320.605566555627
17,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,4,9,9,10,1,0,9,2,4,3,1,4,0,4,6,2387801824.308619,277345225.6390726,1.1285097736328629,0.0,153043288.8271728,0.0,0.0,108814178.00904764,0.0,0.0,26534414.88134467,0.0,0.0,79444167.5169792,0.0,1284000000.0,0.0
18,2,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,7,2,8,1,5,6,5,6,8,2,2,0,3,7,8,2387801824.308619,218513338.19592428,0.16927646604492944,0.0,180482162.0222122,0.0,0.0,119898437.24181214,0.0,0.0,15173808.632728375,0.0,0.0,147049149.793889,0.0,1012800000.0,17161.47228368588
19,3,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,9,4,6,2,3,3,3,7,4,1,0,5,5,10,0,2387801824.308619,243982540.3182853,0.13542117283594352,0.0,150581511.46309096,0.0,0.0,98996255.28181714,0.0,0.0,17767801.395336673,0.0,0.0,105495938.72046074,0.0,1074200000.0,21320.605566555627
20,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,7,7,3,5,1,3,5,6,8,4,0,4,6,4,6,2387801824.308619,222039100.28507614,1.1285097736328629,0.0,163180434.23566717,0.0,0.0,119898437.24181214,0.0,0.0,20785047.17797311,0.0,0.0,137462375.29814526,0.0,1215000000.0,0.0
21,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,4,3,9,1,5,2,2,0,7,4,2,8,2,5,1,2387801824.308619,204096308.15786356,1.1285097736328629,0.0,152067594.56203055,0.0,0.0,58768098.74581756,0.0,0.0,37788978.5865777,0.0,0.0,98480404.25731054,0.0,1126400000.0,0.0
22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10,1,6,9,7,3,5,5,7,3,1,1,2,4,2392920673.5764785,292216242.36154985,1.131651368679922,0.0,297498812.7771429,0.0,0.0,93730289.1339757,0.0,0.0,33801522.61574014,0.0,0.0,90474756.05908874,0.0,248500000.0,0.0
23,3,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,4,3,0,10,5,2,3,2,9,9,10,0,0,5,5,2387801824.308619,96223098.04916811,0.13542117283594352,0.0,253538853.41532838,0.0,0.0,96754801.25603713,0.0,0.0,45726176.65380286,0.0,8632310.451559631,80062858.44864091,0.0007057525385632006,1063100000.0,21731.133608268756
24,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,9,8,7,7,2,3,0,0,4,5,4,6,3,2,5,2387801824.308619,309137463.1207687,1.1285097736328629,0.0,192223742.738094,0.0,17059270.750961624,26403379.542306438,0.022641321105689886,0.0,39568339.24242337,0.0,0.0,104240759.06493892,0.0,1615500000.0,0.0
25,4,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,10,5,1,4,6,8,4,6,4,6,4,4,3,10,6,2387801824.308619,224753995.2187883,0.13542117283594352,0.0,242638936.09037286,0.0,0.0,99266182.11621857,0.0,0.0,38014023.52535397,0.0,0.0,157031535.19084686,0.0,983500000.0,24874.039827648234
26,3,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,4,8,3,10,1,5,2,2,6,9,1,2,9,5,0,2387801824.308619,198416409.22331852,0.13542117283594352,0.0,239018954.1556133,0.0,0.0,81792030.41691214,0.0,0.0,36956836.00775997,0.0,0.0,102741299.33204842,0.0,1011100000.0,21320.605566555627
27,2,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,4,1,3,2,9,6,10,2,7,8,4,2,4,8,2,2387801824.308619,135274189.70659953,0.16927646604492944,0.0,234643252.22298503,0.0,0.0,126451514.35854661,0.0,0.0,39767283.30716233,0.0,0.0,130086084.2291776,0.0,1118400000.0,17161.47228368588
28,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,2,3,7,8,3,0,6,9,3,4,6,7,8,9,3,2387801824.308619,163090485.53593034,1.1285097736328629,0.0,143874485.18893084,0.0,0.0,121133942.25001207,0.0,0.0,44049104.6165781,0.0,0.0,171691759.86492085,0.0,1012800000.0,0.0
29,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,10,0,9,4,5,6,0,6,6,0,2,8,10,6,8,2825205269.5231814,214421078.7172051,0.5031539372700831,0.0,210680621.06757158,0.0,0.0,69810785.89520885,0.0,0.0,24560717.433098473,0.0,0.0,197497839.50789988,0.0,559900000.0,11149.151783569585
30,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,3,0,7,5,1,0,5,5,1,5,3,2,5,7,10,2387801824.308619,117657018.40774402,0.4062635185078306,0.0,104651657.86617124,0.0,0.0,91270660.77715264,0.0,0.0,30661862.76814211,0.0,0.0,176022301.79978925,0.0,1285900000.0,10337.263304996668
31,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,5,8,7,0,2,4,10,1,2,2,3,1,6,6,7,2387801824.308619,249691394.00242835,0.4062635185078306,0.0,99885909.50154212,0.0,0.0,104700888.78033707,0.0,0.0,23850184.958490238,0.0,0.0,155683100.12979275,0.0,602000000.0,10337.263304996668
32,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,10,7,1,0,5,4,5,4,7,1,10,10,9,5,0,2387801824.308619,248339631.16251802,1.1285097736328629,0.0,122529913.13437451,0.0,0.0,106337197.36717674,0.0,0.0,56900999.31600009,0.0,0.0,102741299.33204842,0.0,1336200000.0,0.0
33,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3,8,9,3,7,7,9,5,10,5,8,0,4,6,3,2387801824.308619,250073325.05680937,1.1285097736328629,0.0,231526820.5519542,0.0,0.0,150348309.4904164,0.0,0.0,30124599.05843404,0.0,0.0,121916242.37064677,0.0,966500000.0,0.0
34,4,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,7,9,0,7,2,2,0,2,3,3,4,9,1,4,1,2387801824.308619,176012213.0647474,0.13542117283594352,0.0,185425372.34997356,0.0,0.0,48047840.36663434,0.0,0.0,42132027.7038687,0.0,0.0,89172292.44612697,0.0,351800000.0,24874.039827648234
35,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,10,5,3,10,4,6,4,0,0,10,3,8,2,2,10,2387801824.308619,240639536.53391802,0.4062635185078306,0.0,279906190.6807129,0.0,0.0,26403379.542306438,0.0,0.0,57146041.18061806,0.0,0.0,123618756.30099632,0.0,690800000.0,10337.263304996668
36,2,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,8,5,9,1,4,4,1,1,5,7,5,8,3,5,7,2387801824.308619,278883976.66354215,0.16927646604492944,0.0,156546813.8713212,0.0,0.0,72092374.52729654,0.0,0.0,52374143.02112399,0.0,0.0,128740464.76812519,0.0,966500000.0,17161.47228368588
37,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,8,9,7,8,4,1,8,10,9,4,4,5,6,1,1,2387801824.308619,308491044.2930738,1.1285097736328629,0.0,208329304.55538893,0.0,0.0,169486223.76044023,0.0,0.0,35267355.398949906,0.0,0.0,102579288.95893322,0.0,382500000.0,0.0
38,3,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,6,0,5,8,6,0,6,0,7,5,6,1,7,6,1,2387801824.308619,126745040.65873201,0.13542117283594352,0.0,167690390.9444763,0.0,0.0,73264038.44066289,0.0,0.0,35104935.44747798,0.0,0.0,133897484.80708233,0.0,1434500000.0,21320.605566555627
39,4,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,8,2,0,0,2,5,5,10,7,6,2,9,5,1,5,2387801824.308619,125043551.49815606,0.13542117283594352,0.0,106358076.75473303,0.0,0.0,137749919.4648633,0.0,0.0,45295816.60173038,0.0,0.0,111162838.60253373,0.0,1297900000.0,24874.039827648234
40,2,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,7,2,5,5,7,7,5,6,0,2,6,3,8,9,7,2387801824.308619,188303187.5061465,0.16927646604492944,0.0,255861989.36510822,0.0,0.0,65941184.48239788,0.0,0.0,31853797.985242143,0.0,0.0,196197479.5189305,0.0,1208900000.0,17161.47228368588
41,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,10,9,9,1,0,2,0,6,9,1,9,6,10,2,7,2387801824.308619,375864791.94270587,0.4062635185078306,0.0,82526679.5239558,0.0,0.0,81078228.60264628,0.0,0.0,42697601.12824561,0.0,0.0,162908206.82369697,0.0,958900000.0,10337.263304996668
42,2,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,3,1,1,3,1,1,3,0,9,10,9,1,2,0,1,2387801824.308619,115851949.22904456,0.16927646604492944,0.0,133890616.55286585,0.0,0.0,69113893.35624374,0.0,0.0,57742170.5735357,0.0,0.0,54355764.74753119,0.0,1091300000.0,17161.47228368588
43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10,3,9,3,5,3,1,1,7,8,6,0,7,6,6,2387801824.308619,286255101.23302996,1.1285097736328629,0.0,176150639.31065077,0.0,0.0,77892499.82878676,0.0,0.0,32576955.772638448,0.0,0.0,157479659.76075485,0.0,425300000.0,0.0
44,3,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,6,2,5,3,9,0,8,0,6,2,4,7,6,10,1,2387801824.308619,176911057.71090558,0.13542117283594352,0.0,147378844.74942005,0.0,0.0,78367018.73996717,0.0,0.0,35148296.27702773,0.0,0.0,154305589.50560856,0.0,1099700000.0,21320.605566555627
45,4,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,9,1,0,10,6,4,4,9,0,5,7,10,7,10,7,2387801824.308619,129503908.60174897,0.13542117283594352,0.0,283289076.93145454,0.0,0.0,72854053.84616798,0.0,0.0,58446728.656740434,0.0,0.0,196036124.54860583,0.0,1087700000.0,24874.039827648234
46,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,2,0,9,8,9,7,6,5,10,9,1,7,7,2,4,2387801824.308619,128446235.06223166,1.1285097736328629,0.0,328819319.34295017,0.0,0.0,130615579.50977743,0.0,0.0,46653655.91965508,0.0,0.0,124247091.10822964,0.0,854700000.0,0.0
47,3,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,7,4,0,10,7,0,1,8,9,6,4,6,8,5,7,2387801824.308619,128674397.76670545,0.13542117283594352,0.0,202118567.8571397,0.0,0.0,113806590.39887068,0.0,0.0,42059880.16374436,0.0,0.0,164851579.39866,0.0,1031500000.0,21320.605566555627
48,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,3,4,8,6,6,2,7,9,2,3,8,3,1,2390647998.998408,76431543.68310125,1.1302565584746538,0.0,245171272.26602507,0.0,0.0,103293254.77412635,0.0,0.0,40298531.85239779,0.0,0.0,124408184.63946766,0.0,900600000.0,0.0
49,2,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,6,2,0,4,1,0,10,2,6,9,10,3,0,0,8,2387801824.308619,106293784.88118687,0.16927646604492944,0.0,97105266.60422453,0.0,0.0,122226948.2737315,0.0,0.0,61732272.463360205,0.0,0.0,48463701.69719181,0.0,1080100000.0,17161.47228368588
50,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,9,4,4,5,8,3,2,8,2,4,5,2,8,7,6,2387801824.308619,224064025.90668523,0.13542117283594352,0.0,229604498.79883182,0.0,0.0,93064808.27185431,0.0,0.0,32277267.86924096,0.0,0.0,172952397.2007551,0.0,795000000.0,24874.039827648234
51,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,9,0,7,6,4,6,8,10,5,5,0,3,9,4,9,2387801824.308619,177463406.45857722,0.4062635185078306,0.0,223741262.2077194,0.0,0.0,147862262.3199085,0.0,0.0,21068617.1353041,0.0,0.0,180483669.517124,0.0,776300000.0,10337.263304996668
52,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,4,3,6,0,4,0,3,0,6,3,0,9,2,10,0,2387801824.308619,173040321.3867225,0.4062635185078306,1255189.042617724,53358573.6002109,0.0003132478008352033,0.0,58926842.49039639,0.0,0.0,28521765.747436915,0.0,0.0,89798677.82913977,0.0,1166400000.0,10362.25520448499
53,2,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,3,8,3,3,3,2,6,8,1,5,1,2,7,3,7,2390647998.998408,187884915.525239,0.16953848377119807,0.0,153141651.80359086,0.0,0.0,109503504.67367187,0.0,0.0,27515640.930190742,0.0,0.0,144434812.27797168,0.0,900600000.0,17164.381499252853
54,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,8,8,5,2,1,5,3,7,9,3,2387801824.308619,32694901.094161935,1.1285097736328629,1256243.9662371096,122299851.74470347,0.0008716080643516152,0.0,109274834.63792753,0.0,0.0,28109350.119659707,0.0,0.0,163349896.1636874,0.0,1141600000.0,0.0
55,2,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,10,4,5,2,2,0,0,5,9,0,6,10,5,8,7,2387801824.308619,248453077.75792685,0.16927646604492944,0.0,88613111.95505467,0.0,0.0,76836330.72054233,0.0,0.0,37523813.06187063,0.0,0.0,162406518.63618976,0.0,954500000.0,17161.47228368588
56,4,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,2,3,9,8,0,0,7,5,1,1,0,0,5,9,3,2387801824.308619,183348698.2884493,0.13542117283594352,0.0,81277411.11097889,0.0,0.0,101036232.36482415,0.0,0.0,6320800.309666242,0.0,0.0,148088868.4069035,0.0,759800000.0,24874.039827648234
57,2,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,3,5,9,2,8,3,7,3,8,8,1,6,4,3,2387801824.308619,138168009.3635082,0.16927646604492944,0.0,265550769.09246445,0.0,0.0,95910227.03420445,0.0,0.0,48006253.90257281,0.0,0.0,123577928.71281758,0.0,975900000.0,17161.47228368588
58,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10,6,6,4,6,8,6,6,5,5,1,6,7,3,2825205269.5231814,180071436.58084375,0.16771797909002767,0.0,223741262.2077194,0.0,0.0,128625011.94108927,0.0,0.0,33007369.490179755,0.0,0.0,141314653.8809178,0.0,542900000.0,26827.646479214316
59,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,2,1,3,8,0,9,6,8,9,9,4,5,6,5,10,2387801824.308619,118999454.50282377,0.4062635185078306,0.0,199022361.33463264,0.0,0.0,142012009.53010762,0.0,0.0,48394324.53196767,0.0,0.0,169333032.78031355,0.0,1112500000.0,10337.263304996668
60,4,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,8,3,4,5,9,4,5,8,0,0,7,2,7,10,4,2387801824.308619,200876444.11674014,0.13542117283594352,0.0,251272505.84485656,0.0,0.0,72904233.49257189,0.0,1146852.1809489815,23537919.412238494,5.112540646337159e-05,0.0,176886880.82907864,0.0,1230600000.0,24945.8450834343
61,2,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,5,5,9,2,1,5,7,0,9,8,8,6,3,10,0,2387801824.308619,237132307.20328307,0.16927646604492944,0.0,149432797.19150826,0.0,0.0,85598581.28332716,0.0,0.0,58732391.84612045,0.0,0.0,94698099.84566766,0.0,1037400000.0,17161.47228368588
62,2,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,3,10,5,4,1,5,8,0,8,9,1,1,4,2,5,2387801824.308619,231021241.13800097,0.16927646604492944,0.0,167383652.40335083,0.0,0.0,86068536.75773242,0.0,0.0,35541712.56489184,0.0,0.0,109791207.89480597,0.0,1409700000.0,17161.47228368588
63,2,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,5,4,8,6,10,2,3,8,10,9,6,4,2,6,2387801824.308619,110573595.57493308,0.16927646604492944,0.0,326994157.26031774,0.0,0.0,92153676.72859728,0.0,0.0,69605873.45894785,0.0,0.0,114191624.4309709,0.0,831600000.0,17161.47228368588
64,4,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,4,5,4,8,2,0,0,3,6,8,7,7,10,4,3,2387801824.308619,174327584.92188603,0.13542117283594352,0.0,137300745.12360516,0.0,8543674.697214972,58926842.49039639,0.0013625822963590638,0.0,58376499.283333264,0.0,0.0,153464223.72483104,0.0,1486700000.0,25210.40607791291
65,3,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,7,0,1,10,10,0,2,6,9,5,3,10,1,8,3,2387801824.308619,109503342.08350585,0.13542117283594352,0.0,238795169.3931862,0.0,0.0,108881742.47271186,0.0,0.0,47739351.755448304,0.0,0.0,116225683.43782309,0.0,1438700000.0,21320.605566555627
66,3,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,3,10,8,1,7,7,5,4,4,2,0,2,2,8,2387801824.308619,185220090.03263718,0.13542117283594352,0.0,230520386.38246146,0.0,0.0,110171654.06620932,0.0,0.0,18081997.288140487,0.0,0.0,112508623.200291,0.0,1236500000.0,21320.605566555627
67,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,4,3,3,0,8,4,2,4,6,10,8,9,3,6,3,2387801824.308619,149728694.44354364,1.1285097736328629,0.0,151091418.57393533,0.0,0.0,88818467.89598557,0.0,0.0,76145916.63981736,0.0,0.0,115965160.7048629,0.0,952800000.0,0.0
